Renew,Figure,NumberApplicants,NumbWords,NumbChars,NumberOfClasses,product,appnumber
1,0,1,3,20,4,1,3228533
0,1,1,4,38,3,0,3228616
0,0,1,2,15,1,1,3228673
0,1,1,2,14,3,1,3228681
1,0,1,1,5,1,1,3228781
1,1,1,1,4,1,1,3228814
1,1,1,1,7,6,1,3228954
0,1,1,2,14,4,1,3228962
0,0,1,8,86,3,0,3229135
1,1,1,1,7,3,1,3229143
0,0,1,2,13,3,1,3229201
1,0,1,1,5,3,1,3229259
1,0,1,1,10,4,1,3229283
1,0,1,1,9,1,1,3229291
1,1,1,2,10,1,1,3229358
1,0,1,1,6,4,0,3229424
1,0,1,1,11,3,1,3229598
1,0,1,1,11,4,0,3229648
1,1,1,1,9,3,1,3229697
1,0,1,2,8,3,1,3229739
0,0,1,1,10,1,1,3229821
0,1,1,2,8,3,1,3229846
1,0,1,1,6,3,1,3229879
1,0,1,1,7,1,1,3229911
0,1,1,2,11,2,1,3230158
1,1,1,3,13,3,1,3230356
1,1,1,2,20,1,1,3230364
0,0,1,3,17,1,1,3230406
1,0,1,2,12,4,1,3230703
1,0,1,1,5,2,1,3230802
0,0,1,2,9,2,1,3230828
1,0,1,1,3,1,1,3230836
1,0,1,1,7,3,1,3230851
1,0,1,1,5,3,1,3230943
0,1,1,2,6,4,1,3230976
1,0,2,1,13,5,1,3231057
1,1,1,1,1,1,0,3231099
1,1,1,2,12,1,1,3231107
1,1,1,1,6,3,1,3231115
1,1,1,2,16,3,1,3231181
1,1,1,1,6,3,1,3231206
1,0,1,1,2,3,1,3231248
1,0,1,2,15,4,1,3231305
0,1,1,7,51,3,1,3231396
1,0,1,1,7,4,1,3231404
0,0,1,1,22,2,0,3231461
1,0,1,1,10,1,1,3231602
1,0,1,1,10,1,1,3231628
1,0,1,1,8,2,1,3231701
1,0,1,2,14,3,1,3231727
1,1,1,1,11,3,1,3231818
1,0,1,1,9,1,1,3231834
1,0,1,2,15,3,1,3231883
1,0,1,2,12,3,1,3231958
0,1,1,1,2,3,1,3231982
1,0,1,1,10,2,1,3231991
0,0,1,1,4,2,1,3232006
0,0,1,4,29,3,1,3232022
0,0,1,2,9,1,1,3232055
1,0,1,1,10,3,1,3232121
1,0,1,1,6,3,1,3232154
0,0,1,2,28,1,1,3232171
1,0,1,1,6,3,1,3232188
0,1,1,6,35,3,1,3232238
1,0,1,1,7,1,1,3232279
1,0,1,1,10,1,1,3232361
1,0,1,2,6,3,1,3232428
0,1,1,5,26,1,1,3232444
0,0,1,1,7,5,1,3232451
1,0,1,2,16,8,1,3232519
1,1,1,1,7,4,1,3232551
0,0,1,1,4,1,1,3232568
0,0,1,4,23,2,1,3232576
1,0,1,2,9,2,1,3232592
1,0,1,3,17,3,1,3232634
0,0,1,3,27,1,0,3232683
1,0,1,2,8,1,1,3232733
0,1,1,1,6,3,1,3232741
0,0,1,1,11,4,1,3232782
0,0,1,2,11,2,1,3232816
0,0,1,2,9,1,1,3232832
1,0,1,1,8,1,1,3232865
0,0,1,4,33,1,0,3232873
1,1,1,1,4,3,1,3232881
1,0,1,1,11,1,1,3232899
0,1,1,1,10,4,1,3232915
0,0,1,1,9,6,1,3232972
1,1,1,4,32,2,1,3233145
1,1,1,1,3,3,1,3233186
0,0,1,1,7,2,1,3233194
1,1,1,3,11,3,1,3233228
0,1,1,7,56,3,1,3233277
0,0,1,2,8,1,1,3233301
1,0,1,1,8,5,1,3233376
1,1,1,2,11,6,1,3233459
1,1,1,1,8,4,0,3233467
0,1,1,2,10,1,1,3233591
0,0,1,2,4,3,1,3233616
0,0,1,2,4,3,1,3233624
0,0,1,2,3,3,1,3233632
0,0,1,2,4,3,1,3233641
0,0,1,2,4,3,1,3233657
0,0,1,2,4,3,1,3233665
0,0,1,2,4,3,1,3233673
0,0,1,2,4,3,1,3233681
0,0,1,2,4,3,1,3233699
0,0,1,2,8,5,1,3233764
1,0,1,1,11,18,1,3233798
0,1,1,1,8,2,1,3233814
1,1,1,2,12,1,1,3233863
0,1,1,1,13,2,1,3233962
0,0,1,1,6,1,1,3234011
1,1,1,1,2,1,1,3234028
0,0,1,1,8,3,1,3234044
0,0,1,1,9,3,1,3234267
1,0,1,1,13,3,1,3234275
0,0,1,1,7,1,1,3234317
1,0,1,1,12,3,1,3234333
0,0,1,1,12,3,1,3234358
1,0,1,1,17,5,1,3234366
0,0,1,1,6,1,1,3234424
0,1,1,2,15,1,0,3234655
0,1,1,1,10,1,1,3234689
0,0,1,1,14,3,1,3234821
1,0,1,2,19,2,1,3234846
1,0,1,1,5,3,1,3234978
1,0,1,2,19,3,1,3235009
0,0,1,1,4,3,1,3235091
0,0,1,1,8,3,1,3235108
0,0,1,1,5,2,1,3235116
0,0,1,1,8,3,0,3235355
1,0,1,3,15,6,1,3235397
1,0,1,1,6,2,1,3235421
0,0,1,1,12,2,1,3235439
0,0,1,1,9,3,1,3235538
0,1,1,2,14,3,1,3235546
0,1,1,6,41,3,1,3235553
0,0,1,1,7,3,1,3235611
1,0,1,6,39,3,1,3235645
1,0,1,6,41,3,1,3235661
1,0,1,7,41,3,1,3235678
0,1,1,2,14,4,1,3235694
0,1,1,4,37,2,0,3235777
0,0,1,1,9,3,1,3235793
1,1,1,2,10,3,1,3235942
1,1,1,2,11,1,1,3236023
1,0,1,2,11,3,1,3236072
0,1,1,4,21,4,1,3236122
0,1,1,2,10,3,1,3236131
0,1,1,2,11,3,1,3236197
1,0,1,1,7,1,1,3236205
1,0,1,1,5,1,1,3236213
0,1,1,2,11,3,1,3236221
1,1,1,3,19,3,1,3236577
0,1,1,1,10,2,1,3236601
0,0,1,1,11,2,1,3236684
0,0,1,4,20,5,1,3236692
1,1,1,1,8,3,1,3236767
1,1,1,1,1,3,1,3236775
0,1,1,1,3,1,0,3236783
1,0,1,3,15,3,1,3236817
1,0,1,1,7,3,1,3236841
1,0,1,1,6,3,0,3236858
1,0,1,2,17,4,1,3236891
0,0,1,2,15,2,1,3237021
0,0,1,2,12,1,1,3237047
0,1,1,1,7,3,1,3237062
1,1,1,3,21,5,1,3237121
0,0,1,1,10,3,1,3237161
0,0,1,3,22,3,1,3237294
1,1,1,1,15,2,0,3237311
0,0,1,2,21,3,1,3237377
0,1,1,2,12,3,1,3237393
1,0,1,1,8,1,1,3237451
1,0,1,2,15,1,1,3237476
1,0,1,1,7,2,1,3237575
1,0,1,1,9,2,1,3237691
1,0,1,1,3,1,1,3237781
0,0,1,1,8,1,1,3237823
1,0,1,1,7,1,1,3237856
0,1,1,1,6,3,1,3237872
1,1,1,2,10,3,1,3237914
1,0,1,1,9,3,1,3237955
0,1,1,2,20,3,1,3237997
1,1,1,1,7,1,1,3238003
1,0,1,1,4,2,1,3238011
1,1,1,2,12,3,1,3238078
1,1,1,6,39,3,0,3238094
1,0,1,1,10,2,1,3238110
0,0,1,1,6,1,1,3238276
1,1,1,3,24,1,1,3238301
0,1,1,2,8,2,1,3238318
1,0,1,2,10,2,1,3238326
1,0,1,1,6,3,1,3238425
0,0,1,2,11,13,1,3238458
0,0,1,3,23,1,0,3238482
0,0,1,1,11,1,0,3238508
0,1,1,1,7,3,1,3238623
1,1,1,2,14,3,1,3238656
1,1,1,2,12,3,1,3238681
1,1,1,2,16,3,1,3238854
1,0,1,1,7,3,1,3239084
0,0,1,1,6,1,1,3239217
0,1,1,6,54,3,1,3239258
1,0,1,1,7,1,1,3239291
1,1,1,2,8,3,1,3239324
0,0,1,2,8,2,1,3239373
1,1,1,1,5,3,1,3239449
1,0,1,1,8,1,1,3239456
1,0,1,1,7,1,1,3239472
1,0,1,1,7,1,1,3239506
0,0,1,1,5,3,1,3239531
0,1,1,1,1,3,1,3239555
0,1,1,2,19,3,0,3239589
1,1,1,2,20,3,1,3239647
1,1,1,1,9,3,1,3239662
0,0,1,1,6,3,1,3239712
0,1,1,2,18,3,1,3239803
0,0,1,1,6,1,1,3239829
1,1,1,1,9,7,1,3239852
0,0,1,1,9,1,1,3239886
1,0,1,1,7,1,1,3239944
1,0,1,1,6,4,1,3239951
1,1,1,3,24,3,1,3239969
0,0,1,1,7,1,1,3239977
1,1,1,1,8,3,1,3239985
0,0,1,2,14,3,1,3240157
0,0,1,1,11,3,0,3240199
0,1,1,2,6,3,1,3240215
0,0,1,2,13,2,1,3240223
1,0,1,2,13,3,1,3240231
0,0,1,2,17,1,1,3240371
1,0,1,1,8,1,1,3240397
1,0,1,1,9,1,1,3240454
0,0,1,3,24,1,1,3240462
0,1,1,1,9,5,1,3240579
1,1,1,2,16,1,1,3240587
0,1,1,1,7,4,1,3240652
1,0,1,1,9,2,1,3240686
1,0,1,1,8,1,1,3240694
1,1,1,1,6,4,1,3240711
1,1,1,1,10,5,1,3240736
1,0,1,1,8,3,1,3240744
1,1,1,2,12,3,1,3240785
1,1,1,2,15,12,1,3240835
1,1,1,6,35,3,0,3240851
0,1,1,1,7,2,1,3240884
1,0,1,1,7,3,1,3240918
1,1,1,1,10,3,1,3240926
1,0,1,1,10,1,1,3241007
0,0,1,2,14,3,1,3241064
1,0,1,1,12,13,1,3241114
0,1,1,2,10,1,1,3241171
1,0,1,1,8,1,1,3241338
0,1,1,1,9,1,1,3241353
1,0,1,2,13,1,1,3241395
1,0,1,1,9,2,1,3241461
1,0,1,1,8,2,1,3241502
0,1,1,1,3,1,1,3241651
0,0,1,1,3,3,1,3241726
1,1,1,2,15,5,1,3241734
1,0,1,1,8,1,1,3241759
0,1,1,1,6,1,1,3241833
1,0,1,1,7,1,1,3241841
1,0,1,1,9,1,1,3241866
0,1,1,2,11,3,1,3241965
1,1,1,5,33,3,1,3241973
0,1,1,1,11,1,1,3241999
0,0,1,1,8,1,1,3242047
1,1,1,7,41,5,1,3242104
1,0,1,1,8,1,1,3242153
1,0,1,1,10,3,1,3242799
0,0,1,1,9,1,1,3242815
1,0,1,1,9,3,1,3242823
1,0,1,1,7,2,1,3242864
1,0,1,1,8,3,1,3242906
1,0,1,1,7,1,1,3242948
0,0,1,1,11,3,0,3243003
1,0,1,1,7,1,1,3243029
0,0,1,3,20,3,0,3243037
0,1,1,1,7,3,1,3243052
0,1,1,1,5,3,0,3243061
1,0,1,1,3,3,1,3243078
0,1,1,1,5,3,0,3243086
0,1,1,6,35,2,1,3243136
0,0,1,1,8,1,1,3243235
0,0,1,1,8,1,1,3243243
0,1,1,2,13,1,1,3243276
1,0,1,1,7,1,1,3243375
0,0,1,1,8,1,1,3243433
1,1,1,1,9,2,1,3243541
1,0,1,1,6,1,1,3243581
0,1,1,2,16,2,0,3243615
1,1,1,1,3,3,1,3243656
1,0,1,1,6,1,1,3243672
1,0,1,2,15,1,1,3243755
0,1,1,2,12,2,1,3243813
1,0,1,1,7,3,1,3243862
1,0,1,2,13,2,1,3243871
0,0,1,1,9,3,1,3243987
1,0,1,1,6,3,1,3244001
0,0,1,1,4,3,1,3244043
0,0,1,1,8,1,1,3244051
0,0,1,1,9,3,1,3244126
1,1,1,5,39,5,1,3244159
1,0,1,1,8,1,1,3244225
1,0,1,2,9,1,1,3244258
1,0,1,1,9,4,1,3244308
1,0,1,1,5,2,1,3244381
1,0,1,1,7,1,1,3244415
1,0,1,1,7,2,1,3244456
1,0,1,1,8,3,1,3244555
1,1,1,10,68,4,1,3244571
0,0,1,2,8,2,1,3244647
1,0,1,2,12,3,1,3244654
1,0,1,2,11,1,1,3244671
0,0,1,1,5,1,1,3244704
1,0,1,1,8,1,0,3244746
1,0,1,2,15,2,1,3244837
1,0,1,2,10,3,1,3244902
1,0,1,1,4,1,1,3244928
1,0,1,1,9,1,1,3244936
0,0,1,1,8,6,1,3244951
0,0,1,2,16,1,1,3245008
1,0,1,2,10,1,1,3245016
1,1,1,6,40,3,1,3245032
1,0,1,1,6,3,1,3245149
1,0,1,1,8,3,1,3245164
1,0,1,1,6,3,1,3245172
1,1,1,1,4,4,1,3245231
1,0,1,2,9,3,1,3245255
1,0,1,1,10,3,1,3245297
0,1,1,3,22,3,1,3245305
1,1,1,3,25,3,1,3245347
1,0,1,1,7,7,1,3245453
1,0,1,1,7,2,1,3245545
0,0,1,1,4,1,1,3245594
0,0,1,1,3,1,1,3245636
1,1,1,2,11,3,1,3245644
1,1,1,5,32,2,1,3245669
0,0,1,1,3,3,1,3245685
0,0,1,1,10,2,0,3245719
0,0,1,1,7,3,1,3245735
1,1,1,3,13,1,1,3245768
1,1,1,1,1,4,1,3245933
0,1,1,4,14,3,1,3245982
1,0,1,2,12,1,1,3245991
0,1,1,1,10,2,1,3246121
1,0,1,1,6,1,1,3246154
1,0,1,1,9,1,1,3246162
1,0,1,1,8,2,1,3246188
1,0,1,1,10,3,1,3246196
1,0,1,2,12,3,1,3246204
1,0,1,1,5,1,0,3246253
1,1,1,1,4,4,1,3246295
0,0,1,1,9,1,1,3246311
1,0,1,2,12,3,1,3246337
1,0,1,2,11,1,1,3246527
0,0,1,1,7,3,1,3246691
1,1,1,2,16,2,1,3246758
0,1,1,2,12,2,1,3246766
1,1,1,2,16,3,1,3246915
0,1,1,2,20,3,0,3247046
1,1,1,3,23,1,1,3247079
0,1,1,2,8,1,1,3247095
1,0,1,2,9,1,1,3247111
1,0,1,3,19,1,1,3247194
0,1,1,1,7,3,1,3247211
1,1,1,1,11,4,1,3247244
0,1,1,1,2,3,1,3247269
0,0,1,1,9,1,1,3247277
1,1,1,1,7,3,1,3247301
0,1,1,1,8,3,1,3247319
1,0,1,1,6,3,1,3247335
1,0,1,1,7,3,1,3247368
0,0,1,1,7,1,1,3247401
1,0,1,1,5,6,1,3247418
1,0,1,1,6,3,1,3247426
1,1,1,1,4,2,1,3247434
1,0,1,1,8,3,1,3247475
1,0,1,1,6,3,1,3247483
0,0,1,2,11,1,1,3247517
0,0,1,1,6,3,1,3247541
1,0,1,1,3,3,1,3247558
1,0,1,1,9,1,1,3247574
1,1,1,1,8,1,1,3247591
1,0,1,1,4,3,1,3247608
1,0,1,1,6,1,1,3247707
1,0,1,1,7,3,1,3247764
1,0,1,2,17,1,1,3247772
0,1,1,2,13,2,1,3247814
1,1,1,1,1,2,1,3247863
1,0,1,1,7,1,1,3247871
1,1,1,1,8,4,1,3247954
1,0,1,2,10,3,1,3247971
1,0,1,2,13,1,1,3248002
1,0,1,2,8,3,1,3248077
1,1,1,1,5,7,1,3248127
1,0,1,1,4,1,0,3248135
0,1,1,5,24,1,1,3248143
1,1,1,1,7,3,1,3248168
1,0,1,1,7,3,1,3248176
0,0,1,2,10,3,0,3248184
0,1,1,1,6,3,1,3248242
1,1,1,1,7,1,0,3248275
0,0,1,6,25,1,1,3248333
1,0,1,3,14,3,1,3248341
1,1,1,1,8,1,1,3248358
0,0,1,2,22,2,1,3248432
0,0,1,2,14,2,1,3248457
0,0,1,2,25,2,1,3248465
0,0,1,2,19,3,1,3248515
0,1,1,1,4,3,0,3248581
0,0,1,1,7,3,1,3248614
1,0,1,3,18,2,1,3248655
1,0,1,3,18,2,1,3248663
0,0,1,2,11,1,1,3248689
0,1,1,2,12,1,1,3248705
1,0,1,1,4,1,1,3248812
0,1,1,1,6,7,1,3248838
0,1,1,5,32,1,1,3248903
0,0,1,2,15,1,1,3248929
0,1,1,1,5,1,1,3248937
1,1,1,8,49,2,1,3248952
1,0,1,2,9,1,1,3248994
1,0,1,2,11,1,1,3249001
1,0,1,1,7,3,1,3249018
1,0,1,1,4,3,1,3249026
1,0,1,2,14,3,1,3249034
1,1,1,2,9,5,1,3249083
1,1,1,1,6,5,1,3249133
0,1,1,3,25,2,1,3249158
0,1,1,1,9,2,1,3249307
1,0,1,3,18,3,1,3249315
1,1,1,6,35,3,0,3249398
0,0,1,2,11,1,1,3249448
0,1,1,1,9,4,1,3249505
1,0,1,1,7,3,0,3249513
1,0,1,1,8,1,1,3249547
0,0,1,1,9,3,1,3249562
1,0,1,1,7,1,1,3249588
0,0,1,1,6,3,1,3249596
1,0,1,1,6,3,1,3249612
1,1,1,1,3,2,1,3249621
0,0,1,1,8,1,1,3249638
1,1,1,2,9,3,1,3249703
1,1,1,7,60,3,1,3249711
1,0,1,2,4,2,1,3249778
1,0,1,2,4,2,1,3249786
1,0,1,2,4,2,1,3249794
1,0,1,1,5,1,1,3249802
1,1,1,7,48,3,1,3249811
1,1,1,6,40,3,1,3249828
1,1,1,9,61,3,1,3249836
0,0,1,1,4,1,1,3249844
1,0,1,1,6,2,1,3249984
1,1,1,1,8,3,1,3250008
0,0,1,1,10,2,1,3250024
0,0,1,1,6,1,1,3250032
1,1,1,2,26,1,0,3250041
0,0,1,1,7,2,1,3250057
0,0,1,2,9,2,1,3250073
1,1,1,2,9,3,1,3250099
0,1,1,2,17,6,1,3250149
1,0,1,1,4,3,1,3250156
0,0,1,1,13,3,1,3250164
1,1,1,2,9,1,1,3250222
1,0,1,1,5,1,1,3250231
0,0,1,1,11,3,1,3250305
1,0,1,1,8,3,1,3250321
1,0,1,1,7,3,1,3250347
0,0,1,1,9,4,1,3250354
1,1,1,2,7,1,1,3250412
1,1,1,2,8,1,1,3250421
1,0,1,1,16,1,1,3250453
1,1,1,1,8,7,1,3250561
1,0,1,2,14,1,1,3250586
0,1,1,1,7,1,1,3250594
1,1,1,2,12,3,1,3250628
0,0,1,1,12,3,1,3250651
1,1,1,2,19,1,1,3250669
0,0,1,1,8,3,1,3250677
0,1,1,2,10,1,1,3250719
1,0,1,1,10,4,1,3250743
0,0,1,1,10,2,1,3250768
1,1,1,1,2,3,1,3250784
0,0,1,1,3,3,1,3250834
0,1,1,2,19,5,1,3250867
1,0,1,1,6,3,1,3250966
1,1,1,1,7,2,1,3250982
0,1,1,7,54,1,1,3251014
1,0,1,1,5,3,1,3251048
1,1,1,3,20,2,1,3251097
0,0,1,1,8,2,1,3251162
1,1,1,1,9,2,1,3251188
1,0,1,1,8,1,1,3251204
1,1,1,1,8,2,1,3251303
1,1,1,1,4,3,1,3251345
1,0,1,3,16,3,1,3251378
1,0,1,2,18,3,1,3251477
0,0,1,3,18,3,1,3251493
1,0,1,1,7,2,1,3251543
0,1,1,4,31,3,1,3251626
1,1,1,1,9,1,1,3251667
0,0,1,3,17,1,0,3251675
1,0,1,2,17,3,1,3251841
1,0,1,1,13,2,1,3251899
0,1,1,1,9,3,1,3251915
1,1,1,2,13,1,1,3251964
1,0,1,1,5,1,1,3251972
0,1,1,3,15,1,1,3251981
1,0,1,3,17,3,1,3252053
0,0,1,3,19,1,1,3252061
1,0,1,2,10,1,0,3252103
1,0,1,2,13,1,1,3252145
1,1,1,4,26,5,1,3252285
0,0,1,1,8,3,1,3252319
0,1,1,1,7,2,1,3252418
1,0,1,1,7,1,1,3252426
1,0,1,1,23,3,1,3252434
1,0,1,5,32,1,1,3252475
1,1,1,1,7,3,1,3252491
1,1,1,2,12,1,1,3252574
1,1,1,1,10,1,1,3252582
0,0,1,1,7,1,1,3252749
0,0,1,1,5,3,1,3252772
0,1,1,3,22,3,1,3252897
1,0,1,1,2,2,1,3252939
0,0,1,1,7,3,1,3252996
1,1,1,1,10,1,1,3253011
0,1,1,1,6,3,1,3253044
0,0,1,1,8,1,0,3253069
0,0,1,1,12,4,1,3253085
0,0,1,1,6,1,1,3253093
0,0,1,1,9,3,1,3253143
1,1,1,5,45,3,1,3253168
1,0,1,1,10,1,1,3253176
1,0,1,1,15,3,1,3253226
0,0,1,2,9,2,1,3253234
0,0,1,2,15,3,1,3253267
0,0,1,1,17,2,0,3253275
0,0,1,2,12,1,1,3253283
1,1,1,2,14,3,1,3253341
0,0,1,2,9,3,1,3253549
0,0,1,1,6,1,1,3253556
0,0,1,1,9,1,1,3253689
0,1,1,4,30,3,0,3253697
1,0,1,4,23,3,0,3253861
1,1,1,4,27,2,1,3253879
1,1,1,1,6,1,1,3253929
0,0,1,1,2,3,1,3253945
0,0,1,1,6,3,1,3253952
1,0,1,2,12,3,1,3253978
1,1,1,2,21,3,0,3253994
0,0,1,1,5,3,1,3254141
1,0,1,1,3,2,1,3254166
1,0,1,1,8,1,1,3254299
0,0,1,1,15,1,1,3254323
1,0,1,1,6,2,1,3254372
1,1,1,1,8,3,1,3254422
1,1,1,1,8,1,1,3254431
1,1,1,2,12,3,1,3254455
1,0,1,2,12,1,1,3254463
1,1,1,1,3,1,1,3254471
1,0,1,2,12,1,1,3254489
1,0,1,2,12,1,1,3254497
0,0,1,1,8,2,1,3254505
1,1,1,1,9,6,1,3254539
0,0,1,2,15,2,1,3254596
0,0,1,2,12,2,1,3254612
1,0,1,1,5,1,1,3254703
0,1,1,3,22,3,1,3254711
1,0,1,1,10,1,1,3254745
0,0,1,2,9,1,1,3254786
1,0,1,1,11,2,1,3254802
0,0,1,1,10,3,1,3254828
1,1,1,1,5,2,1,3254885
1,1,1,2,16,3,1,3254893
1,0,1,1,7,1,1,3255072
1,0,1,1,7,8,1,3255081
0,1,1,3,15,1,1,3255098
1,0,1,1,7,3,1,3255114
0,1,1,1,9,1,1,3255131
0,1,1,3,13,1,1,3255155
1,1,1,2,12,1,1,3255205
0,0,1,1,8,1,1,3255221
0,0,1,1,9,1,1,3255239
1,0,1,3,18,3,1,3255271
0,0,1,1,8,1,1,3255304
1,1,1,2,14,1,1,3255338
0,1,1,1,14,2,1,3255379
1,0,1,1,3,1,1,3255429
1,1,1,3,27,1,1,3255452
1,0,1,2,9,1,1,3255486
0,1,1,1,16,1,1,3255511
1,0,1,2,10,1,1,3255536
0,0,1,1,6,1,1,3255569
0,0,1,2,11,1,1,3255593
1,0,1,1,7,2,0,3255619
1,0,1,1,6,2,1,3255627
0,0,1,1,8,3,1,3255676
1,0,1,1,7,1,1,3255692
1,1,1,1,6,3,1,3255767
1,1,1,3,14,5,1,3255866
0,0,1,2,12,1,0,3255924
1,0,1,3,15,1,1,3256021
0,1,1,2,13,3,1,3256161
0,0,1,1,10,1,1,3256211
0,1,1,1,15,1,1,3256311
1,0,1,1,5,8,1,3256401
0,0,1,2,6,5,1,3256419
1,0,1,1,9,1,1,3256484
1,0,1,1,10,1,1,3256583
0,1,1,4,29,1,1,3256682
1,0,1,1,8,1,1,3256732
0,0,1,1,4,5,1,3256765
1,0,1,1,9,1,1,3256781
1,0,1,2,9,3,1,3256799
0,0,1,2,11,2,1,3256856
0,1,1,2,20,1,1,3256922
1,0,1,1,6,5,1,3257029
1,0,1,2,12,1,1,3257037
0,0,1,1,6,2,1,3257045
1,1,1,1,6,4,1,3257061
0,1,1,11,54,7,1,3257094
0,0,1,1,7,3,1,3257111
0,1,1,1,10,3,1,3257169
1,0,1,1,10,3,1,3257201
1,0,1,1,9,3,1,3257219
1,0,1,1,8,3,1,3257227
1,0,1,2,12,12,1,3257243
0,0,1,2,15,11,1,3257276
1,1,1,2,16,1,0,3257425
1,0,1,1,5,1,1,3257433
1,0,1,1,8,4,1,3257441
1,1,1,1,7,3,1,3257516
0,1,1,2,15,4,1,3257532
1,1,1,2,13,3,1,3257557
0,1,1,2,12,3,1,3257607
1,1,1,1,7,3,1,3257615
0,1,1,4,28,3,1,3257649
1,1,1,1,5,3,1,3257681
1,0,1,1,10,3,1,3257706
1,1,1,1,11,3,1,3257771
1,1,1,1,6,1,1,3257789
1,0,1,1,5,1,1,3257839
1,0,1,1,3,2,1,3257888
1,0,1,1,8,2,1,3257961
1,1,1,1,9,1,1,3258027
0,0,1,1,9,1,0,3258068
0,0,1,2,19,3,1,3258101
0,1,1,1,4,3,1,3258126
0,1,1,2,16,5,1,3258134
1,0,1,2,9,2,1,3258159
0,1,1,1,9,2,1,3258217
1,0,1,4,20,2,1,3258233
1,0,1,1,10,1,1,3258274
0,0,1,3,18,1,1,3258308
1,1,1,1,6,3,1,3258399
1,0,1,1,8,1,1,3258415
0,1,1,2,9,5,1,3258423
0,1,1,1,8,1,1,3258589
1,0,1,1,6,4,1,3258605
1,0,1,1,4,3,1,3258647
1,0,1,1,10,1,1,3258712
1,0,1,1,9,7,1,3258795
0,1,1,4,24,3,1,3258902
1,0,1,1,9,1,1,3258936
0,0,1,1,4,2,1,3258985
1,0,1,1,7,3,1,3258993
1,0,1,1,8,3,1,3259009
1,0,1,1,9,3,1,3259025
0,0,1,1,6,1,1,3259066
1,1,1,4,31,2,1,3259074
1,1,1,1,8,3,1,3259157
1,1,1,1,12,3,0,3259181
1,0,1,2,17,3,1,3259199
1,0,1,1,7,3,1,3259231
1,1,1,1,6,3,1,3259249
1,1,1,1,9,1,1,3259306
1,1,1,1,10,3,1,3259405
1,0,3,3,16,7,1,3259439
1,1,1,1,3,2,1,3259496
0,0,1,1,8,1,1,3259504
1,1,1,2,16,2,1,3259538
0,0,1,1,7,1,1,3259645
0,1,1,2,14,3,1,3259652
0,1,1,1,9,2,1,3259686
0,0,1,1,9,1,1,3259711
0,0,1,1,6,3,1,3259801
0,0,1,1,8,3,1,3259827
0,0,1,2,11,1,1,3259942
1,0,1,3,14,1,1,3259967
1,0,1,3,13,3,1,3260023
0,1,1,3,14,1,1,3260064
1,0,1,3,17,1,1,3260114
1,1,1,1,7,2,1,3260122
1,0,1,2,19,3,1,3260148
1,1,1,1,5,1,1,3260189
0,0,1,2,10,3,1,3260271
0,0,1,3,18,3,1,3260296
0,0,1,2,14,3,1,3260304
1,1,1,1,5,3,1,3260585
1,1,1,2,10,2,0,3260627
1,0,1,1,10,1,1,3260635
0,0,1,3,17,5,1,3260668
0,1,1,1,7,1,1,3260742
1,0,1,2,13,1,1,3260759
0,1,1,2,10,1,1,3260791
0,0,1,1,10,1,1,3260809
1,1,1,1,5,3,1,3260841
1,1,1,1,8,3,1,3260941
1,0,1,3,17,3,1,3260957
0,1,1,5,27,3,1,3260999
0,1,1,5,36,3,0,3261005
1,1,1,4,24,1,1,3261021
0,0,1,1,10,1,1,3261039
1,0,1,1,6,3,1,3261047
1,1,1,1,14,5,1,3261161
1,1,1,1,13,5,0,3261203
1,0,1,1,8,4,1,3261211
1,0,1,1,4,4,1,3261229
1,0,1,1,7,2,1,3261294
1,1,1,2,8,2,1,3261302
0,1,1,2,7,2,1,3261351
0,0,1,1,4,1,1,3261385
0,0,1,1,12,1,1,3261476
1,1,1,2,17,1,1,3261625
1,0,1,1,6,1,1,3261674
0,1,1,3,16,4,0,3261724
1,1,1,2,9,5,1,3261898
1,0,1,1,11,1,1,3261914
1,0,1,1,5,1,1,3261963
0,0,1,2,13,2,1,3262003
0,0,1,1,15,3,1,3262078
0,0,1,1,10,1,1,3262111
1,1,1,1,8,3,1,3262169
1,0,1,4,18,3,1,3262185
1,0,1,1,7,1,1,3262193
0,0,1,1,9,1,1,3262201
0,0,1,3,20,3,1,3262243
1,0,1,1,9,3,1,3262284
0,0,1,1,9,1,0,3262326
1,0,1,1,8,3,1,3262383
1,0,1,1,9,1,1,3262391
1,1,1,3,15,3,1,3262466
0,1,1,2,8,3,1,3262508
0,1,1,1,9,3,1,3262681
0,1,1,1,10,3,1,3262698
1,0,1,1,8,2,1,3262797
0,1,1,9,53,3,1,3262904
0,1,1,9,53,4,1,3262912
1,1,1,9,52,3,1,3262921
1,0,1,1,7,1,1,3262938
0,0,1,1,10,1,1,3262961
0,1,1,4,22,3,1,3262995
0,1,1,2,7,4,1,3263027
1,1,1,5,26,3,1,3263043
0,0,1,1,12,1,1,3263092
0,1,1,1,1,3,1,3263142
1,0,1,1,8,1,1,3263159
1,0,1,1,5,1,1,3263183
0,0,1,1,5,3,1,3263274
1,0,1,1,7,3,1,3263332
0,0,1,2,18,2,1,3263357
1,1,1,1,6,1,1,3263423
0,0,1,1,7,3,1,3263456
1,0,1,1,5,2,1,3263464
1,0,1,1,6,1,1,3263481
0,1,1,1,7,2,1,3263514
0,0,1,2,15,2,1,3263811
1,1,1,1,9,1,1,3263861
1,0,1,2,10,4,0,3263878
1,0,1,2,10,4,1,3263902
1,0,1,1,11,4,1,3263928
